file,model,dataset,accuracy,precision_macro,recall_macro,f1_macro,auc_macro,precision_class_1,recall_class_1,f1_class_1,auc_class_1,precision_class_2,recall_class_2,f1_class_2,auc_class_2,precision_class_3,recall_class_3,f1_class_3,auc_class_3,precision_class_4,recall_class_4,f1_class_4,auc_class_4
clusters-4-v1.csv,RF_leaf3_depth2,test,0.9074074074074074,0.9137633135683835,0.9101159033300439,0.9074356451203223,0.9957133631298607,0.8306451612903226,0.9626168224299065,0.8917748917748918,0.9957009345794392,0.9782608695652174,0.782608695652174,0.8695652173913043,0.9927444794952681,0.9504950495049505,0.9142857142857143,0.9320388349514563,0.9963594000291247,0.8956521739130435,0.9809523809523809,0.9363636363636364,0.9980486384156109
clusters-4-v1.csv,RF_leaf3_depth3,train,0.9494047619047619,0.9497504663377846,0.9492512419987758,0.9494039911421649,0.994549661201372,0.9598393574297188,0.9446640316205533,0.952191235059761,0.9973143470408083,0.9541666666666667,0.9346938775510204,0.9443298969072165,0.9936020541899591,0.9201520912547528,0.9490196078431372,0.9343629343629344,0.9903679400046871,0.96484375,0.9686274509803922,0.9667318982387475,0.9969143035700336
clusters-4-v1.csv,RF_leaf3_depth3,test,0.9537037037037037,0.9537298926049677,0.9542597859948531,0.9538373682116963,0.9977020370266827,0.9532710280373832,0.9532710280373832,0.9532710280373832,0.9976994967649173,0.963963963963964,0.9304347826086956,0.9469026548672567,0.9965162529145523,0.9357798165137615,0.9714285714285714,0.9532710280373832,0.9978884520168925,0.9619047619047619,0.9619047619047619,0.9619047619047619,0.9987039464103684
clusters-4-v1.csv,RF_leaf3_depth4,train,0.9533730158730159,0.9536551141483789,0.9531883108974815,0.9533300433682413,0.9964577520016444,0.964,0.9525691699604744,0.9582504970178927,0.9980158626285893,0.9581589958158996,0.9346938775510204,0.9462809917355371,0.9961269960146575,0.9274809160305344,0.9529411764705882,0.9400386847195358,0.9939640132281333,0.9649805447470817,0.9725490196078431,0.96875,0.9977241361351977
clusters-4-v1.csv,RF_leaf3_depth4,test,0.9583333333333334,0.9582848929547042,0.9589771869739363,0.9584554423544587,0.9976428194573681,0.9537037037037037,0.9626168224299065,0.958139534883721,0.9981883537023724,0.9727272727272728,0.9304347826086956,0.9511111111111111,0.9950624057056645,0.9444444444444444,0.9714285714285714,0.9577464788732394,0.9982233872142129,0.9622641509433962,0.9714285714285714,0.966824644549763,0.999097131207223
clusters-4-v1.csv,RF_leaf3_depth5,train,0.9563492063492064,0.9564777097902097,0.9562172695165023,0.9563067627130672,0.9977096690836076,0.968,0.9565217391304348,0.9622266401590457,0.998633615161113,0.9545454545454546,0.9428571428571428,0.9486652977412731,0.9974911065343569,0.9346153846153846,0.9529411764705882,0.9436893203883495,0.9961096789313334,0.96875,0.9725490196078431,0.9706457925636007,0.998604275707627
clusters-4-v1.csv,RF_leaf3_depth5,test,0.9629629629629629,0.9629052485774184,0.9633250130608928,0.9630149241413084,0.9980183849527855,0.9716981132075472,0.9626168224299065,0.9671361502347418,0.9985334291876347,0.9732142857142857,0.9478260869565217,0.960352422907489,0.9961322178027706,0.9444444444444444,0.9714285714285714,0.9577464788732394,0.998223387214213,0.9622641509433962,0.9714285714285714,0.966824644549763,0.9991845056065239
clusters-4-v1.csv,RF_leaf4_depth2,train,0.935515873015873,0.9370999660679311,0.9350287941263462,0.935230277809805,0.991137591805307,0.9201520912547528,0.9565217391304348,0.937984496124031,0.9949192471795409,0.9773755656108597,0.8816326530612245,0.927038626609442,0.9864605344103564,0.9182879377431906,0.9254901960784314,0.921875,0.9868161341561857,0.9325842696629213,0.9764705882352941,0.9540229885057471,0.9963544514751451
clusters-4-v1.csv,RF_leaf4_depth2,test,0.9074074074074074,0.9137633135683835,0.9101159033300439,0.9074356451203223,0.9957133631298607,0.8306451612903226,0.9626168224299065,0.8917748917748918,0.9957009345794392,0.9782608695652174,0.782608695652174,0.8695652173913043,0.9927444794952681,0.9504950495049505,0.9142857142857143,0.9320388349514563,0.9963594000291247,0.8956521739130435,0.9809523809523809,0.9363636363636364,0.9980486384156109
clusters-4-v1.csv,RF_leaf4_depth3,train,0.9494047619047619,0.9497504663377846,0.9492512419987758,0.9494039911421649,0.9945524570060684,0.9598393574297188,0.9446640316205533,0.952191235059761,0.9972986414679476,0.9541666666666667,0.9346938775510204,0.9443298969072165,0.9936341509080696,0.9201520912547528,0.9490196078431372,0.9343629343629344,0.9903731479311512,0.96484375,0.9686274509803922,0.9667318982387475,0.9969038877171055
clusters-4-v1.csv,RF_leaf4_depth3,test,0.9537037037037037,0.9537298926049677,0.9542597859948531,0.9538373682116963,0.9977156604390569,0.9532710280373832,0.9532710280373832,0.9532710280373832,0.9977282530553558,0.963963963963964,0.9304347826086956,0.9469026548672567,0.9965711150733781,0.9357798165137615,0.9714285714285714,0.9532710280373832,0.9978884520168926,0.9619047619047619,0.9619047619047619,0.9619047619047619,0.9986748216106014
clusters-4-v1.csv,RF_leaf4_depth4,train,0.9523809523809523,0.9526254920617205,0.9522079187406187,0.9523411735521936,0.9963658550298524,0.9601593625498008,0.9525691699604744,0.9563492063492064,0.9978954532366568,0.9581589958158996,0.9346938775510204,0.9462809917355371,0.9960360553133443,0.9272030651340997,0.9490196078431372,0.937984496124031,0.9938963101841003,0.9649805447470817,0.9725490196078431,0.96875,0.9976356013853084
clusters-4-v1.csv,RF_leaf4_depth4,test,0.9583333333333334,0.9582848929547042,0.9589771869739363,0.9584554423544587,0.9975865027536126,0.9537037037037037,0.9626168224299065,0.958139534883721,0.9982458662832495,0.9727272727272728,0.9304347826086956,0.9511111111111111,0.9949252503085997,0.9444444444444444,0.9714285714285714,0.9577464788732394,0.9981360128149119,0.9622641509433962,0.9714285714285714,0.966824644549763,0.999038881607689
clusters-4-v1.csv,RF_leaf4_depth5,train,0.9573412698412699,0.9574983010031286,0.9571976616733651,0.9572973736245032,0.9975023307239659,0.968,0.9565217391304348,0.9622266401590457,0.9984451482867837,0.9585062240663901,0.9428571428571428,0.9506172839506173,0.997282477866638,0.9346153846153846,0.9529411764705882,0.9436893203883495,0.9957659557847043,0.9688715953307393,0.9764705882352941,0.97265625,0.9985157409577377
clusters-4-v1.csv,RF_leaf4_depth5,test,0.9629629629629629,0.9629052485774184,0.9633250130608928,0.9630149241413084,0.9976366512461106,0.9716981132075472,0.9626168224299065,0.9671361502347418,0.9984759166067577,0.9732142857142857,0.9478260869565217,0.960352422907489,0.9944589219585791,0.9444444444444444,0.9714285714285714,0.9577464788732394,0.9984855104121159,0.9622641509433962,0.9714285714285714,0.966824644549763,0.99912625600699
clusters-4-v1.csv,RF_leaf5_depth2,train,0.935515873015873,0.9370999660679311,0.9350287941263462,0.935230277809805,0.9911167036189317,0.9201520912547528,0.9565217391304348,0.937984496124031,0.9949166295840639,0.9773755656108597,0.8816326530612245,0.927038626609442,0.9864525102308288,0.9182879377431906,0.9254901960784314,0.921875,0.9867796786709372,0.9325842696629213,0.9764705882352941,0.9540229885057471,0.9963179959898966
clusters-4-v1.csv,RF_leaf5_depth2,test,0.9143518518518519,0.9190835653151336,0.9166376424604787,0.9144063822398008,0.995747651979127,0.8512396694214877,0.9626168224299065,0.9035087719298246,0.9957009345794392,0.9789473684210527,0.808695652173913,0.8857142857142857,0.9928816348923329,0.9504950495049505,0.9142857142857143,0.9320388349514563,0.9963594000291248,0.8956521739130435,0.9809523809523809,0.9363636363636364,0.9980486384156109
clusters-4-v1.csv,RF_leaf5_depth3,train,0.9494047619047619,0.9497504663377846,0.9492512419987758,0.9494039911421649,0.9944338520420024,0.9598393574297188,0.9446640316205533,0.952191235059761,0.997241054367458,0.9541666666666667,0.9346938775510204,0.9443298969072165,0.9932329419316874,0.9201520912547528,0.9490196078431372,0.9343629343629344,0.9903575241517589,0.96484375,0.9686274509803922,0.9667318982387475,0.9969038877171055
clusters-4-v1.csv,RF_leaf5_depth3,test,0.9537037037037037,0.9537298926049677,0.9542597859948531,0.9538373682116963,0.997633367200818,0.9532710280373832,0.9532710280373832,0.9532710280373832,0.9977282530553558,0.963963963963964,0.9304347826086956,0.9469026548672567,0.9962419421204225,0.9357798165137615,0.9714285714285714,0.9532710280373832,0.9978884520168922,0.9619047619047619,0.9619047619047619,0.9619047619047619,0.9986748216106014
clusters-4-v1.csv,RF_leaf5_depth4,train,0.9513888888888888,0.9517009156750965,0.9512197764481287,0.9513688895945586,0.996253945322098,0.96,0.9486166007905138,0.9542743538767395,0.9978116901813994,0.9581589958158996,0.9346938775510204,0.9462809917355371,0.9958648728167545,0.9236641221374046,0.9490196078431372,0.9361702127659575,0.9937036169049294,0.9649805447470817,0.9725490196078431,0.96875,0.9976356013853085
clusters-4-v1.csv,RF_leaf5_depth4,test,0.9583333333333334,0.9582848929547042,0.9589771869739363,0.9584554423544587,0.9975764790042875,0.9537037037037037,0.9626168224299065,0.958139534883721,0.9980445722501797,0.9727272727272728,0.9304347826086956,0.9511111111111111,0.9951446989439034,0.9444444444444444,0.9714285714285714,0.9577464788732394,0.9980486384156109,0.9622641509433962,0.9714285714285714,0.966824644549763,0.9990680064074559
clusters-4-v1.csv,RF_leaf5_depth5,train,0.9543650793650794,0.954554710793083,0.9542087190607469,0.9543175411065407,0.9973191616296473,0.964,0.9525691699604744,0.9582504970178927,0.9983037981310368,0.9583333333333334,0.9387755102040817,0.9484536082474226,0.9971754888062695,0.9307692307692308,0.9490196078431372,0.9398058252427185,0.9954482722703956,0.9651162790697675,0.9764705882352941,0.9707602339181286,0.9983490873108871
clusters-4-v1.csv,RF_leaf5_depth5,test,0.9629629629629629,0.9629052485774184,0.9633250130608928,0.9630149241413084,0.9976856225902697,0.9716981132075472,0.9626168224299065,0.9671361502347418,0.9983321351545651,0.9732142857142857,0.9478260869565217,0.960352422907489,0.9950898367850776,0.9444444444444444,0.9714285714285714,0.9577464788732394,0.998165137614679,0.9622641509433962,0.9714285714285714,0.966824644549763,0.999155380806757
clusters-4-v1.csv,"MLP(5,)",train,0.9484126984126984,0.9484254621347644,0.9482695845136473,0.9482470764710763,0.993565171163592,0.9384615384615385,0.9644268774703557,0.9512670565302144,0.9950527445488574,0.95,0.9306122448979591,0.9402061855670103,0.9938213817637147,0.944,0.9254901960784314,0.9346534653465347,0.9903080488503502,0.9612403100775194,0.9725490196078431,0.9668615984405458,0.995078509491446
clusters-4-v1.csv,"MLP(5,)",test,0.9629629629629629,0.9630225277145091,0.9632360054952498,0.9629765246324613,0.9982096105692594,0.9722222222222222,0.9813084112149533,0.9767441860465116,0.998648454349389,0.9732142857142857,0.9478260869565217,0.960352422907489,0.9969277191057468,0.9357798165137615,0.9714285714285714,0.9532710280373832,0.9983398864132809,0.970873786407767,0.9523809523809523,0.9615384615384616,0.998922382408621
clusters-4-v1.csv,"MLP(5, 5)",train,0.9484126984126984,0.9487080343912864,0.9483418663908252,0.9484472014884381,0.9942936787492599,0.9604743083003953,0.9604743083003953,0.9604743083003953,0.9947857498102243,0.9426229508196722,0.9387755102040817,0.9406952965235174,0.9945703051862946,0.9198473282442748,0.9450980392156862,0.9323017408123792,0.9917818920396844,0.9718875502008032,0.9490196078431372,0.9603174603174603,0.9960367679608364
clusters-4-v1.csv,"MLP(5, 5)",test,0.9629629629629629,0.9634689960890017,0.9633250130608928,0.9630493734108944,0.998002792452655,0.9716981132075472,0.9626168224299065,0.9671361502347418,0.9982458662832495,0.9732142857142857,0.9478260869565217,0.960352422907489,0.9972020298998765,0.9285714285714286,0.9904761904761905,0.9585253456221198,0.9976700160186399,0.9803921568627451,0.9523809523809523,0.966183574879227,0.998893257608854
clusters-4-v1.csv,"MLP(5, 5, 5)",train,0.9474206349206349,0.9473304594123506,0.9473859899691102,0.9472965457094286,0.994232740689607,0.9601593625498008,0.9525691699604744,0.9563492063492064,0.995351150433212,0.9203187250996016,0.9428571428571428,0.9314516129032258,0.9948912723674004,0.944,0.9254901960784314,0.9346534653465347,0.9900424446006822,0.96484375,0.9686274509803922,0.9667318982387475,0.9966460953571336
clusters-4-v1.csv,"MLP(5, 5, 5)",test,0.9629629629629629,0.9629285115036516,0.9632360054952498,0.9630430242272348,0.9982210069896712,0.963302752293578,0.9813084112149533,0.9722222222222222,0.9984471603163192,0.9646017699115044,0.9478260869565217,0.956140350877193,0.9971745988204636,0.9619047619047619,0.9619047619047619,0.9619047619047619,0.9982816368137469,0.9619047619047619,0.9619047619047619,0.9619047619047619,0.998980632008155
clusters-4-v1.csv,"MLP(10,)",train,0.9464285714285714,0.9463881260918765,0.9463500815345902,0.9463560800636841,0.9945700295964517,0.956,0.9446640316205533,0.9502982107355865,0.9949689814936,0.9387755102040817,0.9387755102040817,0.9387755102040817,0.9951747933773771,0.9296875,0.9333333333333333,0.9315068493150684,0.9911725646433872,0.9610894941634242,0.9686274509803922,0.96484375,0.9969637788714423
clusters-4-v1.csv,"MLP(10,)",test,0.9629629629629629,0.9629587655249577,0.9633250130608928,0.9630913241512735,0.9983584834360033,0.9716981132075472,0.9626168224299065,0.9671361502347418,0.9988497483824587,0.9646017699115044,0.9478260869565217,0.956140350877193,0.9971471677410506,0.9532710280373832,0.9714285714285714,0.9622641509433962,0.9983398864132809,0.9622641509433962,0.9714285714285714,0.966824644549763,0.999097131207223
clusters-4-v2.csv,LogisticRegression,train,0.8640873015873016,0.8631886498514614,0.8633509530294331,0.8632241634755666,0.9673966787113871,0.8669354838709677,0.849802371541502,0.8582834331337326,0.9719079653430359,0.7983539094650206,0.7918367346938775,0.7950819672131147,0.9434616310482252,0.833976833976834,0.8470588235294118,0.8404669260700389,0.9574304090826237,0.9534883720930233,0.9647058823529412,0.9590643274853801,0.9967867093716637
clusters-4-v2.csv,LogisticRegression,test,0.8703703703703703,0.873759972173456,0.8737079390878659,0.8707682083997873,0.9785607935107439,0.8230088495575221,0.8691588785046729,0.8454545454545455,0.9756721782890007,0.8842105263157894,0.7304347826086957,0.8,0.9595117267864491,0.8166666666666667,0.9333333333333333,0.8711111111111111,0.9796126401630989,0.9711538461538461,0.9619047619047619,0.9665071770334929,0.9994466288044269
clusters-4-v2.csv,LogisticRegression+Poly(deg2),train,0.8571428571428571,0.8567035865937355,0.8562326116217238,0.8561806804582284,0.9678484065230503,0.8554216867469879,0.841897233201581,0.848605577689243,0.9725518938303275,0.8034188034188035,0.7673469387755102,0.7849686847599165,0.9449006339101826,0.8111111111111111,0.8588235294117647,0.8342857142857143,0.9570241908184256,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9969169075332656
clusters-4-v2.csv,LogisticRegression+Poly(deg2),test,0.8726851851851852,0.8772108265642585,0.8761333952516399,0.8733052603714965,0.9782803750116973,0.8214285714285714,0.8598130841121495,0.8401826484018264,0.9740618260244428,0.8842105263157894,0.7304347826086957,0.8,0.9600877794541215,0.8130081300813008,0.9523809523809523,0.8771929824561403,0.9796126401630989,0.9901960784313726,0.9619047619047619,0.9758454106280193,0.999359254405126
clusters-4-v2.csv,SVC_linear,train,0.8601190476190477,0.8595900367819607,0.8593493523891771,0.859390868534051,0.9672288718507285,0.8669354838709677,0.849802371541502,0.8582834331337326,0.9709080438709001,0.7933884297520661,0.7836734693877551,0.7885010266940452,0.9436809586219809,0.8250950570342205,0.8509803921568627,0.8378378378378378,0.9576439340676509,0.9529411764705882,0.9529411764705882,0.9529411764705882,0.996682550842382
clusters-4-v2.csv,SVC_linear,test,0.8703703703703703,0.8748469649764559,0.8739149784253402,0.8707723689989136,0.9785739562864577,0.8230088495575221,0.8691588785046729,0.8454545454545455,0.9758447160316319,0.8829787234042553,0.7217391304347827,0.7942583732057417,0.959566588945275,0.8130081300813008,0.9523809523809523,0.8771929824561403,0.9796417649628658,0.9803921568627451,0.9523809523809523,0.966183574879227,0.9992427552060579
clusters-4-v2.csv,SVC_rbf,train,0.8601190476190477,0.8603367666201891,0.8593183518466676,0.8594380967143116,0.9652507273790015,0.871900826446281,0.83399209486166,0.8525252525252526,0.9720807266445043,0.8067226890756303,0.7836734693877551,0.7950310559006211,0.9400379811164309,0.8058608058608059,0.8627450980392157,0.8333333333333334,0.9530661667057261,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9958180350493452
clusters-4-v2.csv,SVC_rbf,test,0.8657407407407407,0.871028134354918,0.8689170101197732,0.8666171053514122,0.9791614808022802,0.8240740740740741,0.8317757009345794,0.827906976744186,0.9750107836089144,0.8762886597938144,0.7391304347826086,0.8018867924528302,0.9631874914277876,0.7936507936507936,0.9523809523809523,0.8658008658008658,0.9792631425658949,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9991845056065239
clusters-4-v2.csv,RF_leaf1_depth2,train,0.8551587301587301,0.8582661822182099,0.8548190817829109,0.8553409845767699,0.9553755829341042,0.8933333333333333,0.7944664031620553,0.8410041841004184,0.9547260686333534,0.7611940298507462,0.8326530612244898,0.7953216374269005,0.925008692861155,0.8143939393939394,0.8431372549019608,0.8285163776493256,0.9489284691300158,0.9641434262948207,0.9490196078431372,0.9565217391304348,0.9928391011118924
clusters-4-v2.csv,RF_leaf1_depth2,test,0.8564814814814815,0.8595190365190365,0.8598962868365551,0.8569305566483391,0.962821937955135,0.8365384615384616,0.8130841121495327,0.8246445497630331,0.9483393242271747,0.8383838383838383,0.7217391304347827,0.7757009345794392,0.930078178576327,0.792,0.9428571428571428,0.8608695652173913,0.9745303626037571,0.9711538461538461,0.9619047619047619,0.9665071770334929,0.998339886413281
clusters-4-v2.csv,RF_leaf1_depth3,train,0.8630952380952381,0.8646448697028778,0.8627409857223522,0.8629931385203178,0.9649812928182119,0.8841201716738197,0.8142292490118577,0.8477366255144033,0.9711593330366725,0.7706766917293233,0.8367346938775511,0.8023483365949119,0.9339315804958943,0.8392156862745098,0.8392156862745098,0.8392156862745098,0.9587688461838918,0.9645669291338582,0.9607843137254902,0.962671905697446,0.9960654115563887
clusters-4-v2.csv,RF_leaf1_depth3,test,0.8611111111111112,0.8639395089510028,0.8647762233702909,0.8612710695394932,0.9709115802034706,0.8317757009345794,0.8317757009345794,0.8317757009345794,0.9662544931703809,0.8541666666666666,0.7130434782608696,0.7772511848341233,0.9386092442737622,0.7983870967741935,0.9428571428571428,0.8646288209606987,0.9800931993592543,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9986893840104849
